codigo;filial;empresa;descricao;fornecedor;tributacao;status;curva;b_o_;comprador;rota;forecast;vendido;media;classe;estoque;po_compas;transferencias;estoque_total;CMV;politica;periodo
17303;1021;Mafra;IRESSA 250MG CX 30CPR ASTRAZENECA;ASTRAZENECA;Isento - Convênio 162/94 - Antigos - Exc. GO;Ativo;C;Não;BYANCA;1021;32;19;21;MED;34;0;0;34;4327,82;30;S1
17303;1015;Mafra;IRESSA 250MG CX 30CPR ASTRAZENECA;ASTRAZENECA;Isento - Convênio 162/94 - Antigos - Exc. GO;Ativo;C;Não;BYANCA;1015;0;4;0;MED;0;0;0;0;1,00;30;S1
17303;1010;Mafra;IRESSA 250MG CX 30CPR ASTRAZENECA;ASTRAZENECA;Isento - Convênio 162/94 - Antigos - Exc. GO;Ativo;C;Não;BYANCA;1010;0;12;0;MED;0;0;0;0;1,00;30;S1
17303;1009;Mafra;IRESSA 250MG CX 30CPR ASTRAZENECA;ASTRAZENECA;Isento - Convênio 162/94 - Antigos - Exc. GO;Ativo;C;Não;BYANCA;1009;36;5;24;MED;5;14;0;19;4321,40;30;S1
17303;1006;Mafra;IRESSA 250MG CX 30CPR ASTRAZENECA;ASTRAZENECA;Isento - Convênio 162/94 - Antigos - Exc. GO;Ativo;C;Não;BYANCA;1006;16;2;11;MED;8;1;0;9;4271,75;30;S1
17303;1003;Mafra;IRESSA 250MG CX 30CPR ASTRAZENECA;ASTRAZENECA;Isento - Convênio 162/94 - Antigos - Exc. GO;Ativo;C;Não;BYANCA;1003;0;2;0;MED;0;0;0;0;1,00;30;S1
17303;1002;Mafra;IRESSA 250MG CX 30CPR ASTRAZENECA;ASTRAZENECA;Isento - Convênio 162/94 - Antigos - Exc. GO;Ativo;C;Não;BYANCA;1002;0;0;0;MED;2;0;0;2;4171,00;30;S1
17303;1006;Mafra;IRESSA 250MG CX 30CPR ASTRAZENECA;ASTRAZENECA;Isento - Convênio 162/94 - Antigos - Exc. GO;Ativo;C;Não;BYANCA;1001;0;12;0;MED;0;0;0;0;1,00;30;S1
17936;1006;Mafra;ROHYPNOL (B1) 1MG C/30 CP (B1);ROCHE;-;Inativo;C;Não;BYANCA;1001;0;0;0;MED;0;0;0;0;1,00;30;S1,S2,S3
18057;1024;Mafra;ALIMTA 500MG FA 50ML ELI LILLY;ELI LILLY;Isento - Convênio 162/94 - Antigos - Exc. GO;Ativo;C;Não;BYANCA;1024;0;0;0;MED;0;0;0;0;1,00;75;S4
18057;1023;Mafra;ALIMTA 500MG FA 50ML ELI LILLY;ELI LILLY;Isento - Convênio 162/94 - Antigos - Exc. GO;Ativo;C;Não;BYANCA;1009->1023;0;0;0;MED;0;0;0;0;1,00;75;S4
18057;1021;Mafra;ALIMTA 500MG FA 50ML ELI LILLY;ELI LILLY;Isento - Convênio 162/94 - Antigos - Exc. GO;Ativo;C;Não;BYANCA;1009->1021;3;0;2;MED;7;0;0;7;2348,14;75;S4
18057;1010;Mafra;ALIMTA 500MG FA 50ML ELI LILLY;ELI LILLY;Isento - Convênio 162/94 - Antigos - Exc. GO;Ativo;C;Não;BYANCA;1009->1010;11;0;7;MED;10;0;0;10;2313,90;75;S4
18057;1009;Mafra;ALIMTA 500MG FA 50ML ELI LILLY;ELI LILLY;Isento - Convênio 162/94 - Antigos - Exc. GO;Ativo;C;Não;BYANCA;1009;29;21;18;MED;17;9;0;26;2226,76;75;S4
18057;1006;Mafra;ALIMTA 500MG FA 50ML ELI LILLY;ELI LILLY;Isento - Convênio 162/94 - Antigos - Exc. GO;Ativo;C;Não;BYANCA;1009->1006;56;0;36;MED;20;31;0;51;8411,80;75;S4
18057;1003;Mafra;ALIMTA 500MG FA 50ML ELI LILLY;ELI LILLY;Isento - Convênio 162/94 - Antigos - Exc. GO;Ativo;C;Não;BYANCA;1009->1003;0;1;0;MED;2;0;0;2;2240,50;75;S4
18057;1002;Mafra;ALIMTA 500MG FA 50ML ELI LILLY;ELI LILLY;Isento - Convênio 162/94 - Antigos - Exc. GO;Ativo;C;Não;BYANCA;1009->1002;43;24;27;MED;30;9;0;39;2333,73;75;S4
18057;1006;Mafra;ALIMTA 500MG FA 50ML ELI LILLY;ELI LILLY;Isento - Convênio 162/94 - Antigos - Exc. GO;Ativo;C;Não;BYANCA;1009->1001;0;69;0;MED;14;0;0;14;4505,93;75;S4
18332;1024;Mafra;NEXIUM IV 40MG CX 10FA ASTRAZENECA;ASTRAZENECA;Importado;Ativo;C;Não;BYANCA;1024;0;0;0;MED;0;0;0;0;1,00;30;S1
18332;1006;Mafra;NEXIUM IV 40MG CX 10FA ASTRAZENECA;ASTRAZENECA;Importado;Ativo;C;Não;BYANCA;1003->1001;0;0;0;MED;0;0;0;0;1,00;30;S1
18798;1006;Mafra;NEXIUM 40MG C/14 COMP REV;ASTRAZENECA;Nacional 7%;Ativo;C;Não;BYANCA;1009->1003->1001;0;0;0;MED;0;0;0;0;1,00;30;S1
19349;1023;Mafra;CRESTOR 10MG CX 30CPR ASTRAZENECA;ASTRAZENECA;Nacional 7%;Ativo;B;Não;BYANCA;1009->1023;0;23;0;MED;0;0;3;3;1,00;30;S1
19349;1021;Mafra;CRESTOR 10MG CX 30CPR ASTRAZENECA;ASTRAZENECA;Nacional 7%;Ativo;B;Não;BYANCA;1021;32;0;31;MED;5;0;0;5;127,20;30;S1
19349;1010;Mafra;CRESTOR 10MG CX 30CPR ASTRAZENECA;ASTRAZENECA;Nacional 7%;Ativo;B;Não;BYANCA;1010;0;0;0;MED;3;0;0;3;125,33;30;S1
19349;1009;Mafra;CRESTOR 10MG CX 30CPR ASTRAZENECA;ASTRAZENECA;Nacional 7%;Ativo;B;Não;BYANCA;1009;112;14;111;MED;64;0;0;64;127,17;30;S1
19349;1006;Mafra;CRESTOR 10MG CX 30CPR ASTRAZENECA;ASTRAZENECA;Nacional 7%;Ativo;B;Não;BYANCA;1009->1003->1006;560;0;555;MED;397;0;0;397;112,14;30;S1
19349;1003;Mafra;CRESTOR 10MG CX 30CPR ASTRAZENECA;ASTRAZENECA;Nacional 7%;Ativo;B;Não;BYANCA;1003;0;0;0;MED;0;0;0;0;1,00;30;S1
19349;1002;Mafra;CRESTOR 10MG CX 30CPR ASTRAZENECA;ASTRAZENECA;Nacional 7%;Ativo;B;Não;BYANCA;1002;0;23;0;MED;20;0;0;20;127,15;30;S1
19349;1006;Mafra;CRESTOR 10MG CX 30CPR ASTRAZENECA;ASTRAZENECA;Nacional 7%;Ativo;B;Não;BYANCA;1009->1003->1001;0;291;0;MED;478;0;0;478;127,18;30;S1
20136;1010;Mafra;CRESTOR 20MG CX 30CPR ASTRAZENECA;ASTRAZENECA;Importado;Delistado;C;Não;BYANCA;1010;0;0;0;MED;0;0;0;0;1,00;30;S1
20136;1009;Mafra;CRESTOR 20MG CX 30CPR ASTRAZENECA;ASTRAZENECA;Importado;Delistado;C;Não;BYANCA;1009;39;1;6;MED;0;0;0;0;1,00;30;S1
20136;1003;Mafra;CRESTOR 20MG CX 30CPR ASTRAZENECA;ASTRAZENECA;Importado;Delistado;C;Não;BYANCA;1003;0;0;0;MED;0;0;0;0;1,00;30;S1
20136;1002;Mafra;CRESTOR 20MG CX 30CPR ASTRAZENECA;ASTRAZENECA;Importado;Delistado;C;Não;BYANCA;1002;0;0;0;MED;0;0;0;0;1,00;30;S1
20136;1006;Mafra;CRESTOR 20MG CX 30CPR ASTRAZENECA;ASTRAZENECA;Importado;Delistado;C;Não;BYANCA;1003->1001;0;0;0;MED;0;0;0;0;1,00;30;S1
40045;1023;Mafra;BRILINTA 90MG CX 60CPR ASTRAZENECA;ASTRAZENECA;Nacional 7%;Ativo;B;Não;BYANCA;1009->1023;0;0;0;MED;0;0;0;0;1,00;30;S1
40045;1021;Mafra;BRILINTA 90MG CX 60CPR ASTRAZENECA;ASTRAZENECA;Nacional 7%;Ativo;B;Não;BYANCA;1021;10;6;10;MED;11;2;0;13;272,73;30;S1
40045;1010;Mafra;BRILINTA 90MG CX 60CPR ASTRAZENECA;ASTRAZENECA;Nacional 7%;Ativo;B;Não;BYANCA;1010;0;0;0;MED;0;0;0;0;1,00;30;S1
40045;1009;Mafra;BRILINTA 90MG CX 60CPR ASTRAZENECA;ASTRAZENECA;Nacional 7%;Ativo;B;Não;BYANCA;1009;15;4;16;MED;26;0;0;26;273,12;30;S1
40045;1006;Mafra;BRILINTA 90MG CX 60CPR ASTRAZENECA;ASTRAZENECA;Nacional 7%;Ativo;B;Não;BYANCA;1009->1003->1006;12;0;13;MED;6;1;0;20;270,83;30;S1
40045;1003;Mafra;BRILINTA 90MG CX 60CPR ASTRAZENECA;ASTRAZENECA;Nacional 7%;Ativo;B;Não;BYANCA;1009->1003;0;0;0;MED;0;0;0;0;1,00;30;S1
40045;1006;Mafra;BRILINTA 90MG CX 60CPR ASTRAZENECA;ASTRAZENECA;Nacional 7%;Ativo;B;Não;BYANCA;1009->1003->1001;0;7;0;MED;2;0;0;2;269,50;30;S1
60017;1023;Mafra;ATACAND 8MG CX 30CP ASTRAZENECA;ASTRAZENECA;Nacional 7%;Ativo;C;Não;BYANCA;1009->1023;0;0;0;MED;1;0;0;1;90,00;30;S1
60017;1009;Mafra;ATACAND 8MG CX 30CP ASTRAZENECA;ASTRAZENECA;Nacional 7%;Ativo;C;Não;BYANCA;1009;3;0;9;MED;66;0;0;66;96,00;30;S1
60017;1006;Mafra;ATACAND 8MG CX 30CP ASTRAZENECA;ASTRAZENECA;Nacional 7%;Ativo;C;Não;BYANCA;1003->1006;1;0;3;MED;14;0;0;14;74,29;30;S1
60017;1006;Mafra;ATACAND 8MG CX 30CP ASTRAZENECA;ASTRAZENECA;Nacional 7%;Ativo;C;Não;BYANCA;1003->1001;0;2;0;MED;2;0;0;2;96,00;30;S1
60866;1023;Mafra;NEXIUM 20MG CX 14CPR LIB RET ASTRAZENECA;ASTRAZENECA;Nacional 7%;Ativo;C;Não;BYANCA;1009->1023;0;54;0;MED;0;0;0;0;1,00;30;S1
60866;1021;Mafra;NEXIUM 20MG CX 14CPR LIB RET ASTRAZENECA;ASTRAZENECA;Nacional 7%;Ativo;C;Não;BYANCA;1021;0;0;0;MED;2;0;0;2;52,50;30;S1
60866;1010;Mafra;NEXIUM 20MG CX 14CPR LIB RET ASTRAZENECA;ASTRAZENECA;Nacional 7%;Ativo;C;Não;BYANCA;1010;0;15;0;MED;0;0;0;0;1,00;30;S1
60866;1009;Mafra;NEXIUM 20MG CX 14CPR LIB RET ASTRAZENECA;ASTRAZENECA;Nacional 7%;Ativo;C;Não;BYANCA;1009;139;58;125;MED;245;0;0;245;52,47;30;S1
60866;1006;Mafra;NEXIUM 20MG CX 14CPR LIB RET ASTRAZENECA;ASTRAZENECA;Nacional 7%;Ativo;C;Não;BYANCA;1009->1003->1006;228;0;206;MED;0;129;0;129;1,00;30;S1
60866;1003;Mafra;NEXIUM 20MG CX 14CPR LIB RET ASTRAZENECA;ASTRAZENECA;Nacional 7%;Ativo;C;Não;BYANCA;1003;0;0;0;MED;0;0;0;0;1,00;30;S1
60866;1006;Mafra;NEXIUM 20MG CX 14CPR LIB RET ASTRAZENECA;ASTRAZENECA;Nacional 7%;Ativo;C;Não;BYANCA;1009->1003->1001;0;0;0;MED;0;0;0;0;1,00;30;S1
70980;1024;Mafra;SELOZOK 100MG CX 30CPR LIB PROL ASTRAZENECA;ASTRAZENECA;Nacional 7%;Ativo;C;Não;BYANCA;1024;0;0;0;MED;0;0;0;0;1,00;30;S1
70980;1021;Mafra;SELOZOK 100MG CX 30CPR LIB PROL ASTRAZENECA;ASTRAZENECA;Nacional 7%;Ativo;C;Não;BYANCA;1021;0;0;0;MED;3;0;0;3;73,33;30;S1
70980;1010;Mafra;SELOZOK 100MG CX 30CPR LIB PROL ASTRAZENECA;ASTRAZENECA;Nacional 7%;Ativo;C;Não;BYANCA;1010;0;0;0;MED;1;0;0;1;70,00;30;S1
70980;1009;Mafra;SELOZOK 100MG CX 30CPR LIB PROL ASTRAZENECA;ASTRAZENECA;Nacional 7%;Ativo;C;Não;BYANCA;1009;9;0;4;MED;7;0;0;7;73,14;30;S1
70980;1006;Mafra;SELOZOK 100MG CX 30CPR LIB PROL ASTRAZENECA;ASTRAZENECA;Nacional 7%;Ativo;C;Não;BYANCA;1009->1003->1006;0;0;0;MED;5;0;0;5;54,20;30;S1
70980;1006;Mafra;SELOZOK 100MG CX 30CPR LIB PROL ASTRAZENECA;ASTRAZENECA;Nacional 7%;Ativo;C;Não;BYANCA;1009->1003->1001;0;0;0;MED;0;0;0;0;1,00;30;S1
71001;1023;Mafra;SELOZOK 25MG CX 30CPR LIB PROL ASTRAZENECA;ASTRAZENECA;Nacional 7%;Ativo;C;Não;BYANCA;1009->1023;0;0;0;MED;0;0;0;0;1,00;30;S1
71001;1021;Mafra;SELOZOK 25MG CX 30CPR LIB PROL ASTRAZENECA;ASTRAZENECA;Nacional 7%;Ativo;C;Não;BYANCA;1021;14;0;18;MED;11;5;0;16;22,27;30;S1
71001;1010;Mafra;SELOZOK 25MG CX 30CPR LIB PROL ASTRAZENECA;ASTRAZENECA;Nacional 7%;Ativo;C;Não;BYANCA;1010;0;0;0;MED;0;0;0;0;1,00;30;S1
71001;1009;Mafra;SELOZOK 25MG CX 30CPR LIB PROL ASTRAZENECA;ASTRAZENECA;Nacional 7%;Ativo;C;Não;BYANCA;1009;137;14;180;MED;287;0;1;288;22,23;30;S1
71001;1006;Mafra;SELOZOK 25MG CX 30CPR LIB PROL ASTRAZENECA;ASTRAZENECA;Nacional 7%;Ativo;C;Não;BYANCA;1009->1003->1006;293;0;385;MED;0;165;0;421;1,00;30;S1
71001;1002;Mafra;SELOZOK 25MG CX 30CPR LIB PROL ASTRAZENECA;ASTRAZENECA;Nacional 7%;Ativo;C;Não;BYANCA;1002;0;4;0;MED;4;0;0;4;22,25;30;S1
71001;1006;Mafra;SELOZOK 25MG CX 30CPR LIB PROL ASTRAZENECA;ASTRAZENECA;Nacional 7%;Ativo;C;Não;BYANCA;1009->1003->1001;0;337;0;MED;82;0;0;82;22,26;30;S1
71002;1024;Mafra;SELOZOK 50MG CX 30CPR LIB PROL ASTRAZENECA;ASTRAZENECA;Importado;Ativo;C;Não;BYANCA;1024;0;0;0;MED;0;0;0;0;1,00;30;S1
71002;1023;Mafra;SELOZOK 50MG CX 30CPR LIB PROL ASTRAZENECA;ASTRAZENECA;Importado;Ativo;C;Não;BYANCA;1009->1023;0;13;0;MED;0;0;0;0;1,00;30;S1
71002;1021;Mafra;SELOZOK 50MG CX 30CPR LIB PROL ASTRAZENECA;ASTRAZENECA;Importado;Ativo;C;Não;BYANCA;1021;2;0;2;MED;7;0;0;7;44,71;30;S1
71002;1010;Mafra;SELOZOK 50MG CX 30CPR LIB PROL ASTRAZENECA;ASTRAZENECA;Importado;Ativo;C;Não;BYANCA;1010;0;0;0;MED;0;0;0;0;1,00;30;S1
71002;1009;Mafra;SELOZOK 50MG CX 30CPR LIB PROL ASTRAZENECA;ASTRAZENECA;Importado;Ativo;C;Não;BYANCA;1009;50;52;67;MED;3;52;0;55;44,67;30;S1
71002;1006;Mafra;SELOZOK 50MG CX 30CPR LIB PROL ASTRAZENECA;ASTRAZENECA;Importado;Ativo;C;Não;BYANCA;1009->1003->1006;1;0;1;MED;4;0;0;4;34,50;30;S1
71002;1002;Mafra;SELOZOK 50MG CX 30CPR LIB PROL ASTRAZENECA;ASTRAZENECA;Importado;Ativo;C;Não;BYANCA;1002;0;1;0;MED;6;0;0;6;44,33;30;S1
71002;1006;Mafra;SELOZOK 50MG CX 30CPR LIB PROL ASTRAZENECA;ASTRAZENECA;Importado;Ativo;C;Não;BYANCA;1009->1003->1001;0;3;0;MED;0;0;0;0;1,00;30;S1
133389;1023;Mafra;ALECENSA 150MG CX 224CAPD ROCHE;ROCHE;Isento - Convênio 162/94 (novo) - forn GO;Ativo;B;Não;BYANCA;1002->1023;2;1;2;MED;0;0;0;0;1,00;30;S1,S2,S3
133389;1021;Mafra;ALECENSA 150MG CX 224CAPD ROCHE;ROCHE;Isento - Convênio 162/94 (novo) - forn GO;Ativo;B;Não;BYANCA;1021;8;15;8;MED;12;0;0;12;27506,42;30;S1,S2,S3
133389;1010;Mafra;ALECENSA 150MG CX 224CAPD ROCHE;ROCHE;Isento - Convênio 162/94 (novo) - forn GO;Ativo;B;Não;BYANCA;1010;8;5;8;MED;4;0;0;4;27671,25;30;S1,S2,S3
133389;1009;Mafra;ALECENSA 150MG CX 224CAPD ROCHE;ROCHE;Isento - Convênio 162/94 (novo) - forn GO;Ativo;B;Não;BYANCA;1002->1009;10;0;9;MED;22;0;0;22;27292,77;30;S1,S2,S3
133389;1006;Mafra;ALECENSA 150MG CX 224CAPD ROCHE;ROCHE;Isento - Convênio 162/94 (novo) - forn GO;Ativo;B;Não;BYANCA;1006;24;2;22;MED;18;0;0;18;28638,11;30;S1,S2,S3
133389;1003;Mafra;ALECENSA 150MG CX 224CAPD ROCHE;ROCHE;Isento - Convênio 162/94 (novo) - forn GO;Ativo;B;Não;BYANCA;1002->1003;0;0;0;MED;0;0;0;0;1,00;30;S1,S2,S3
133389;1002;Mafra;ALECENSA 150MG CX 224CAPD ROCHE;ROCHE;Isento - Convênio 162/94 (novo) - forn GO;Ativo;B;Não;BYANCA;1002;3;12;3;MED;1;0;0;1;27073,00;30;S1,S2,S3
133389;1006;Mafra;ALECENSA 150MG CX 224CAPD ROCHE;ROCHE;Isento - Convênio 162/94 (novo) - forn GO;Ativo;B;Não;BYANCA;1001;0;10;0;MED;7;0;0;7;27596,86;30;S1,S2,S3
134024;1021;Mafra;TECENTRIQ 840MG FA 14ML ROCHE (G);ROCHE;Isento - Convênio 162/94 (novo) - forn GO;Ativo;A;Não;BYANCA;1021;0;0;0;MED;1;0;0;1;16221,00;30;S1,S2,S3
134024;1010;Mafra;TECENTRIQ 840MG FA 14ML ROCHE (G);ROCHE;Isento - Convênio 162/94 (novo) - forn GO;Ativo;A;Não;BYANCA;1010;0;4;1;MED;2;0;0;2;16890,50;30;S1,S2,S3
134024;1009;Mafra;TECENTRIQ 840MG FA 14ML ROCHE (G);ROCHE;Isento - Convênio 162/94 (novo) - forn GO;Ativo;A;Não;BYANCA;1002->1009;0;0;0;MED;3;0;0;3;16890,67;30;S1,S2,S3
134024;1006;Mafra;TECENTRIQ 840MG FA 14ML ROCHE (G);ROCHE;Isento - Convênio 162/94 (novo) - forn GO;Ativo;A;Não;BYANCA;1006;0;0;0;MED;2;0;1;3;17483,00;30;S1,S2,S3
134024;1003;Mafra;TECENTRIQ 840MG FA 14ML ROCHE (G);ROCHE;Isento - Convênio 162/94 (novo) - forn GO;Ativo;A;Não;BYANCA;1002->1003;0;0;0;MED;0;0;0;0;1,00;30;S1,S2,S3
134024;1002;Mafra;TECENTRIQ 840MG FA 14ML ROCHE (G);ROCHE;Isento - Convênio 162/94 (novo) - forn GO;Ativo;A;Não;BYANCA;1002;0;0;0;MED;0;0;0;0;1,00;30;S1,S2,S3
134024;1006;Mafra;TECENTRIQ 840MG FA 14ML ROCHE (G);ROCHE;Isento - Convênio 162/94 (novo) - forn GO;Ativo;A;Não;BYANCA;1001;0;0;0;MED;0;0;0;0;1,00;30;S1,S2,S3
134490;1024;Mafra;HEMCIBRA 60MG FA 0,4ML ROCHE (G);ROCHE;Nacional 12%;Ativo;C;Não;BYANCA;1024;2;2;10;MED;0;2;0;2;1,00;30;S1,S2,S3
134490;1023;Mafra;HEMCIBRA 60MG FA 0,4ML ROCHE (G);ROCHE;Nacional 12%;Ativo;C;Não;BYANCA;1009->1023;0;0;0;MED;0;0;0;0;1,00;30;S1,S2,S3
134490;1010;Mafra;HEMCIBRA 60MG FA 0,4ML ROCHE (G);ROCHE;Nacional 12%;Ativo;C;Não;BYANCA;1010;0;0;0;MED;0;0;0;0;1,00;30;S1,S2,S3
134490;1009;Mafra;HEMCIBRA 60MG FA 0,4ML ROCHE (G);ROCHE;Nacional 12%;Ativo;C;Não;BYANCA;1009;0;0;0;MED;0;0;0;0;1,00;30;S1,S2,S3
135846;1002;Mafra;ROACTEMRA 80MG/4 ML FR/A (G);ROCHE;Nacional 12%;Inativo;C;B.O. Total;BYANCA;1002;0;0;0;MED;0;0;0;0;1,00;30;S1,S2,S3
135903;1010;Mafra;KOSELUGO 10MG CX 60CAPD ASTRAZENECA;ASTRAZENECA;Nacional 7%;Ativo;C;Não;BYANCA;1009->1010;0;0;0;MED;0;0;0;0;1,00;30;S1
135903;1009;Mafra;KOSELUGO 10MG CX 60CAPD ASTRAZENECA;ASTRAZENECA;Nacional 7%;Ativo;C;Não;BYANCA;1009;0;1;0;MED;2;1;0;3;30361,50;30;S1
135903;1006;Mafra;KOSELUGO 10MG CX 60CAPD ASTRAZENECA;ASTRAZENECA;Nacional 7%;Ativo;C;Não;BYANCA;1009->1003->1006;0;0;1;MED;0;0;0;0;1,00;30;S1
135903;1003;Mafra;KOSELUGO 10MG CX 60CAPD ASTRAZENECA;ASTRAZENECA;Nacional 7%;Ativo;C;Não;BYANCA;1009->1003;0;0;0;MED;0;0;0;0;1,00;30;S1
135903;1002;Mafra;KOSELUGO 10MG CX 60CAPD ASTRAZENECA;ASTRAZENECA;Nacional 7%;Ativo;C;Não;BYANCA;1009->1002;0;0;0;MED;0;0;0;0;1,00;30;S1
135903;1006;Mafra;KOSELUGO 10MG CX 60CAPD ASTRAZENECA;ASTRAZENECA;Nacional 7%;Ativo;C;Não;BYANCA;1009->1003->1001;0;0;0;MED;0;0;0;0;1,00;30;S1
135904;1021;Mafra;KOSELUGO 25MG CX 60CAPD ASTRAZENECA;ASTRAZENECA;Nacional 7%;Ativo;C;Não;BYANCA;1009->1021;0;0;0;MED;2;0;0;2;75294,50;30;S1
135904;1009;Mafra;KOSELUGO 25MG CX 60CAPD ASTRAZENECA;ASTRAZENECA;Nacional 7%;Ativo;C;Não;BYANCA;1009;0;0;0;MED;0;0;0;0;1,00;30;S1
135904;1006;Mafra;KOSELUGO 25MG CX 60CAPD ASTRAZENECA;ASTRAZENECA;Nacional 7%;Ativo;C;Não;BYANCA;1009->1003->1006;0;0;0;MED;2;0;0;2;69956,00;30;S1
135904;1002;Mafra;KOSELUGO 25MG CX 60CAPD ASTRAZENECA;ASTRAZENECA;Nacional 7%;Ativo;C;Não;BYANCA;1009->1002;0;0;0;MED;0;0;0;0;1,00;30;S1
135904;1006;Mafra;KOSELUGO 25MG CX 60CAPD ASTRAZENECA;ASTRAZENECA;Nacional 7%;Ativo;C;Não;BYANCA;1009->1003->1001;0;0;0;MED;0;0;0;0;1,00;30;S1
136172;1024;Mafra;TAGRISSO 80MG CX 30CPR ASTRAZENECA;ASTRAZENECA;Isento - Convênio 162/94 - Novos - Exc. GO - Importado;Ativo;A;Não;BYANCA;1009->1010->1024;0;0;0;MED;0;0;0;0;1,00;30;S1
136172;1023;Mafra;TAGRISSO 80MG CX 30CPR ASTRAZENECA;ASTRAZENECA;Isento - Convênio 162/94 - Novos - Exc. GO - Importado;Ativo;A;Não;BYANCA;1009->1002->1023;62;27;65;MED;15;12;0;61;32186,20;30;S1
136172;1021;Mafra;TAGRISSO 80MG CX 30CPR ASTRAZENECA;ASTRAZENECA;Isento - Convênio 162/94 - Novos - Exc. GO - Importado;Ativo;A;Não;BYANCA;1021;72;71;76;MED;1;37;0;38;32203,00;30;S1
136172;1015;Mafra;TAGRISSO 80MG CX 30CPR ASTRAZENECA;ASTRAZENECA;Isento - Convênio 162/94 - Novos - Exc. GO - Importado;Ativo;A;Não;BYANCA;1015;0;4;0;MED;0;0;0;0;1,00;30;S1
136172;1010;Mafra;TAGRISSO 80MG CX 30CPR ASTRAZENECA;ASTRAZENECA;Isento - Convênio 162/94 - Novos - Exc. GO - Importado;Ativo;A;Não;BYANCA;1010;34;22;35;MED;0;39;0;39;1,00;30;S1
136172;1009;Mafra;TAGRISSO 80MG CX 30CPR ASTRAZENECA;ASTRAZENECA;Isento - Convênio 162/94 - Novos - Exc. GO - Importado;Ativo;A;Não;BYANCA;1009;41;14;43;MED;0;45;0;45;1,00;30;S1
136172;1006;Mafra;TAGRISSO 80MG CX 30CPR ASTRAZENECA;ASTRAZENECA;Isento - Convênio 162/94 - Novos - Exc. GO - Importado;Ativo;A;Não;BYANCA;1009->1006;146;0;153;MED;60;0;0;144;32271,33;30;S1
136172;1003;Mafra;TAGRISSO 80MG CX 30CPR ASTRAZENECA;ASTRAZENECA;Isento - Convênio 162/94 - Novos - Exc. GO - Importado;Ativo;A;Não;BYANCA;1009->1003;0;3;0;MED;0;0;0;0;1,00;30;S1
136172;1002;Mafra;TAGRISSO 80MG CX 30CPR ASTRAZENECA;ASTRAZENECA;Isento - Convênio 162/94 - Novos - Exc. GO - Importado;Ativo;A;Não;BYANCA;1009->1002;0;14;0;MED;5;0;0;5;32152,80;30;S1
136172;1006;Mafra;TAGRISSO 80MG CX 30CPR ASTRAZENECA;ASTRAZENECA;Isento - Convênio 162/94 - Novos - Exc. GO - Importado;Ativo;A;Não;BYANCA;1009->1001;0;101;0;MED;3;0;0;3;32164,33;30;S1
136173;1024;Mafra;TAGRISSO 40MG CX 30CPR ASTRAZENECA;ASTRAZENECA;Isento - Convênio 162/94 - Novos - Exc. GO - Importado;Ativo;A;Não;BYANCA;1024;0;0;0;MED;0;0;0;0;1,00;30;S1
136173;1023;Mafra;TAGRISSO 40MG CX 30CPR ASTRAZENECA;ASTRAZENECA;Isento - Convênio 162/94 - Novos - Exc. GO - Importado;Ativo;A;Não;BYANCA;1023;3;2;3;MED;2;0;0;2;36195,00;30;S1
136173;1021;Mafra;TAGRISSO 40MG CX 30CPR ASTRAZENECA;ASTRAZENECA;Isento - Convênio 162/94 - Novos - Exc. GO - Importado;Ativo;A;Não;BYANCA;1021;7;4;8;MED;4;0;0;4;32271,25;30;S1
136173;1010;Mafra;TAGRISSO 40MG CX 30CPR ASTRAZENECA;ASTRAZENECA;Isento - Convênio 162/94 - Novos - Exc. GO - Importado;Ativo;A;Não;BYANCA;1010;1;0;1;MED;2;0;0;2;32271,50;30;S1
136173;1009;Mafra;TAGRISSO 40MG CX 30CPR ASTRAZENECA;ASTRAZENECA;Isento - Convênio 162/94 - Novos - Exc. GO - Importado;Ativo;A;Não;BYANCA;1009;2;0;2;MED;0;0;5;5;1,00;30;S1
136173;1006;Mafra;TAGRISSO 40MG CX 30CPR ASTRAZENECA;ASTRAZENECA;Isento - Convênio 162/94 - Novos - Exc. GO - Importado;Ativo;A;Não;BYANCA;1009->1006;6;3;7;MED;11;0;0;11;32266,09;30;S1
136173;1003;Mafra;TAGRISSO 40MG CX 30CPR ASTRAZENECA;ASTRAZENECA;Isento - Convênio 162/94 - Novos - Exc. GO - Importado;Ativo;A;Não;BYANCA;1003;0;0;0;MED;0;0;0;0;1,00;30;S1
136173;1002;Mafra;TAGRISSO 40MG CX 30CPR ASTRAZENECA;ASTRAZENECA;Isento - Convênio 162/94 - Novos - Exc. GO - Importado;Ativo;A;Não;BYANCA;1002;0;0;0;MED;0;0;0;0;1,00;30;S1
136173;1006;Mafra;TAGRISSO 40MG CX 30CPR ASTRAZENECA;ASTRAZENECA;Isento - Convênio 162/94 - Novos - Exc. GO - Importado;Ativo;A;Não;BYANCA;1009->1001;0;4;0;MED;1;0;0;1;32271,00;30;S1
136175;1024;Mafra;LYNPARZA 100MG CX 56CPR ASTRAZENECA;ASTRAZENECA;Isento - Convênio 162/94 - Novos - Exc. GO - Importado;Ativo;A;Não;BYANCA;1024;0;0;0;MED;0;0;0;0;1,00;30;S1
